,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Formatted address,User Ratings Total
13283,FishBone Fish & Chippery,ChIJ04uRlX3z1WoRL_m9kIYspe8,-38.5219066,145.3347885,4.2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","7 Vista Pl, Cape Woolamai",,63
13284,Dalla Costa's Italian Restaurant,ChIJvV1hpLLz1WoR7HeGxzv9IHM,-38.5141994,145.3595679,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","8/10 Forrest Ave, Newhaven",,0
13285,Pier 8,ChIJ32rWFq_z1WoRDUCDvw9ei7k,-38.5205916,145.3677665,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",San Remo,,0
13286,San Remo Hotel Motel,ChIJL7LAKK_z1WoRJF_3NuDhYWM,-38.5213889,145.3672222,4.3,"['lodging', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","145 Marine Parade, San Remo",,561
13287,FJ's Fish & Chips,ChIJOYpGiKXz1WoRTvG5nN6r0Tk,-38.5210984,145.3697368,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","121 Marine Parade, San Remo",,25
13288,Wild Food Farm,ChIJg0UHhnrv1WoRy_e3HbNoKhA,-38.4646504,145.2966857,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","30 Rhyll-Newhaven Rd, Rhyll",,2
13289,Porter Republic,ChIJH7TuhaXz1WoR2sX5NOmoJ9A,-38.5210036,145.3700697,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","117 Marine Parade, San Remo",,249
13290,Himalayan herbs indian restaurant,ChIJAbBNjAPu1WoRt7lopi3oqYI,-38.463669,145.3092786,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop 2/9 Beach Rd, Rhyll",,128
13291,Nui Dat Cafe,ChIJP2thT4Xy1WoRkLOoDE65B7g,-38.520786,145.324475,0.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","PHILLIP Island, 25 Veterans Dr, Newhaven",,0
13292,McDonald's Bass,ChIJezjMf8H31WoR8XjIffGubtI,-38.4729413,145.4734573,3.4,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Cnr Soldiers Road &, Bass Hwy, Bass",,983
13293,Punchbowl Beach,ChIJk28JHaj11WoR_NjcjWblYpI,-38.5400641,145.4374352,5.0,"['park', 'point_of_interest', 'establishment']",San Remo,,2
13294,WILLIAMSON'S BEACH,ChIJmyvgCegKKmsRHuo5_9jayqs,-38.5970968,145.5247274,4.6,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Lower Powlett Rd, Wonthaggi",,41
13295,Dog Friendly Beach - San Remo,ChIJw6tjjAjz1WoRpTnO9UYsnx4,-38.5303551,145.3708612,4.3,"['park', 'point_of_interest', 'establishment']","San Remo Coastal Circuit, San Remo",,92
13296,Phillip Island Nature Park,ChIJ2_DCk1Xz1WoRMvCAchZb7Vc,-38.5549685,145.3531793,5.0,"['park', 'point_of_interest', 'establishment']","Unnamed Road, Cape Woolamai",,8
13297,Powlett River Caravan Park,ChIJqQLz_fMKKmsRKrqxCQPy5-U,-38.5785528,145.5131553,4.1,"['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']","Mouth of Powlett Rd, Dalyston",,66
13298,Cape Woolamai State Faunal Reserve,ChIJPeWLCs_y1WoR8KdCFKV5BQ8,-38.5509204,145.3502815,4.7,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",Phillip Island,,37
13299,Kilcunda Oceanview Holiday Retreat,ChIJdaBH0ZD11WoRbbjzHPkntFo,-38.55114409999999,145.4758179,4.4,"['campground', 'rv_park', 'lodging', 'park', 'point_of_interest', 'establishment']","3560 Bass Hwy, Kilcunda",,115
13300,Kilcunda Surf Beach,ChIJjYaZc8P11WoRAtFXPd3sf0Q,-38.557852,145.487087,5.0,"['park', 'point_of_interest', 'establishment']","Nyora-Wonthaggi Rail Trail, Kilcunda",,2
13301,Anzacs Beach Parking,ChIJd2fbFb_y1WoR6S0TD__U598,-38.5375636,145.3348507,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']","177 Woolamai Beach Rd, Phillip Island",,29
13302,Cape Woolamai beacon,ChIJmavDCJmN1WoRIOzOirkvFSU,-38.5656158,145.3531608,4.8,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",Cape Woolamai,,22
13303,George Bass Coastal Walk,ChIJ929vAXz01WoRm_xN7Bkcl3M,-38.5361721,145.4070524,4.8,"['park', 'point_of_interest', 'establishment']","George Bass Coastal Walk, San Remo",,187
13304,"Nyora-Wonthaggi Rail Trail, Kilcunda Entry",ChIJ1fQ1QoD11WoRy7X3HWFLmSY,-38.5497742,145.4761337,4.0,"['park', 'point_of_interest', 'establishment']","3531-3537, B460, Kilcunda",,1
13305,Beacon lighthouse,ChIJ0UQ8x66N1WoRbo4x0LDs-i8,-38.5649171,145.3570574,4.8,"['park', 'point_of_interest', 'establishment']","Unnamed Road, Cape Woolamai",,17
13306,Kilcunda General Store,ChIJMSAYt4_11WoRVXTNjPwUS8A,-38.5496556,145.4767762,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","3535 Bass Hwy, Kilcunda",,296
13307,Magiclands Kiosk,ChIJe0u5W9Xz1WoRdhTLfIR7l14,-38.5434874,145.3397947,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","288 Woolamai Beach Rd, Cape Woolamai",,1
13308,The Wooli General,ChIJkfdL8Ory1WoR4tK9bW3z1QQ,-38.533796,145.338652,4.5,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","16 Cottosloe Ave, Cape Woolamai",,92
13309,The Wooli General,ChIJkfdL8Ory1WoR4tK9bW3z1QQ,-38.533796,145.338652,4.5,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","16 Cottosloe Ave, Cape Woolamai",,92
13310,Yea River nature conservation reserve,ChIJw7XN8Szh12oR1M9ly3aLIgY,-37.3283221,145.473196,0.0,"['park', 'point_of_interest', 'establishment']",Murrindindi,,0
13311,Murrindindi Scenic Reserve,ChIJGeq8x_odKGsR6Qh9mq6g1VU,-37.3890411,145.5527115,4.6,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']","Murrindindi Rd, Murrindindi",,131
13312,Blackwood Camp,ChIJgSvq0-EeKGsRHfdYO0gHlRg,-37.3908537,145.5549399,4.7,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",Murrindindi,,13
13313,Bull Creek Camp,ChIJg7N521AfKGsR2natd62mVtE,-37.428811,145.5713249,4.7,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",Murrindindi,,13
13314,Two Hills Campground,ChIJhXLp9xnf12oRo7KbRYqI92s,-37.4477317,145.4795254,3.3,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",Glenburn,,6
13315,Country Woodfired Pizza,ChIJjT0kkIre12oRbtbPrV5HYfs,-37.423569,145.422961,4.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Melba Hwy, Glenburn",,12
13316,Country Woodfired Pizza,ChIJjT0kkIre12oRbtbPrV5HYfs,-37.423569,145.422961,4.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Melba Hwy, Glenburn",,12
13317,Castella Central Park.,ChIJlZICD-bZ12oRzjtntcmJXxE,-37.5262217,145.4199589,4.1,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","2296 Healesville-Kinglake Rd, Castella",,42
13318,Murrindindi Scenic Reserve,ChIJGeq8x_odKGsR6Qh9mq6g1VU,-37.3890411,145.5527115,4.6,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']","Murrindindi Rd, Murrindindi",,131
13319,Yea Rock,ChIJdfpIa0QiKGsRYQhjHLCodkQ,-37.47148180000001,145.6093346,4.3,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']","Unnamed Road, Narbethong",,6
13320,Valley of the Giants Old Growth Forest Walk,ChIJa_4lKRAhKGsRehO8XO9c79c,-37.4961022,145.5386986,0.0,"['park', 'point_of_interest', 'establishment']","Top Kalatha Track, Toolangi",,0
13321,Two Hills Campground,ChIJhXLp9xnf12oRo7KbRYqI92s,-37.4477317,145.4795254,3.3,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",Glenburn,,6
13322,Blackwood Camp,ChIJgSvq0-EeKGsRHfdYO0gHlRg,-37.3908537,145.5549399,4.7,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",Murrindindi,,13
13323,Bull Creek Camp,ChIJg7N521AfKGsR2natd62mVtE,-37.428811,145.5713249,4.7,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",Murrindindi,,13
13324,Country Woodfired Pizza,ChIJjT0kkIre12oRbtbPrV5HYfs,-37.423569,145.422961,4.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Melba Hwy, Glenburn",,12
13325,Country Woodfired Pizza,ChIJjT0kkIre12oRbtbPrV5HYfs,-37.423569,145.422961,4.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Melba Hwy, Glenburn",,12
13326,Castella Central Park.,ChIJlZICD-bZ12oRzjtntcmJXxE,-37.5262217,145.4199589,4.1,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","2296 Healesville-Kinglake Rd, Castella",,42
13327,Nandina Park PTY Ltd.,ChIJCaJ9zxfY12oRzMU6Za606vI,-37.5404413,145.4702128,0.0,"['park', 'point_of_interest', 'establishment']","129 Old Toolangi Rd, Toolangi",,0
13328,Toolangi State Forest,ChIJ1U5zjbzX12oR57By8eOi4I0,-37.5412225,145.476725,4.7,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']","Sylvia Creek Rd, Toolangi",,41
13329,Ron & Dolly’s Place,ChIJ08VrrDQnKGsRyKsEUoO5aVo,-37.5669098,145.525135,5.0,"['park', 'point_of_interest', 'establishment']","Rd 10, Toolangi",,10
13330,Hermitage Creek Habitat Hotspot,ChIJS9O1Y_kkKGsRD5vHnxtTJrs,-37.5606293,145.6299145,0.0,"['park', 'point_of_interest', 'establishment']",Narbethong,,0
13331,Yea Rock,ChIJdfpIa0QiKGsRYQhjHLCodkQ,-37.47148180000001,145.6093346,4.3,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']","Unnamed Road, Narbethong",,6
13332,Valley of the Giants Old Growth Forest Walk,ChIJa_4lKRAhKGsRehO8XO9c79c,-37.4961022,145.5386986,0.0,"['park', 'point_of_interest', 'establishment']","Top Kalatha Track, Toolangi",,0
13333,Mount Saint Leonard viewing platform,ChIJaXgggp8pKGsRchNS8v09hZ8,-37.56716,145.5254487,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']","Maroondah Reservoir Park, Maroondah Highway, Healesville",,71
13334,Two Hills Campground,ChIJhXLp9xnf12oRo7KbRYqI92s,-37.4477317,145.4795254,3.3,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",Glenburn,,6
13335,Dixons Creek Cafe Bar & Grill,ChIJceDZy87W12oRCHV-7ga3fOU,-37.5830574,145.4098936,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1925 Melba Hwy, Dixons Creek",,680
13336,Singing Gardens of CJ Dennis and Tearooms,ChIJ9W6q10Iu1moRP_2M3kN7roI,-37.5389988,145.4757536,4.5,"['cafe', 'tourist_attraction', 'park', 'food', 'point_of_interest', 'establishment']","1694 Healesville-Kinglake Rd, Toolangi",,26
13337,Cark Park - Toolangi,ChIJrWB-S-bX12oRyhH9kykT9uI,-37.5719186,145.4821178,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","Weasel Creek Rd, Toolangi",,1
13338,This side coffee,ChIJ5SYKn-PX12oRzi-yto3zTPA,-37.59702,145.4870185,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","817 Healesville-Kinglake Rd, Chum Creek",,1
13339,DiVino Ristorante at Mandala Wines,ChIJuWzbSgPU12oR8JCYrhKqj9o,-37.611999,145.414194,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","1568 Melba Hwy, Dixons Creek",,170
13340,Dixons Creek Cafe Bar & Grill,ChIJceDZy87W12oRCHV-7ga3fOU,-37.5830574,145.4098936,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1925 Melba Hwy, Dixons Creek",,680
13341,De Bortoli Wines Yarra Valley Cellar Door and Restaurant,ChIJhdx45KTW12oR3cFTwXaSmT8,-37.5971816,145.412661,4.4,"['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","58 Pinnacle Ln, Dixons Creek",,186
13342,Steels Gate Wines,ChIJEa2k29rW12oRnEI18yEjlUQ,-37.5798811,145.4133511,4.7,"['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1974 Melba Hwy, Dixons Creek",,66
13343,Immerse in the Yarra Valley,ChIJifSyBBzU12oRFLDC5kYCkss,-37.6132478,145.4142731,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","1548 Melba Hwy, Dixons Creek",,103
13344,'Locale' at De Bortoli Yarra Valley,ChIJ-7F4Ca_W12oRcWP4Rb7yj00,-37.6006591,145.4121861,4.4,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","58 Pinnacle Ln, Dixons Creek",,7
13345,Maroondah Reservoir Park,ChIJ8zB0fWgpKGsRIGMxBXZWBA8,-37.6445291,145.5504264,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Maroondah Hwy, Healesville",,1000
13346,Queens Park,ChIJeU5tvToqKGsRAGcyBXZWBA8,-37.6543706,145.5243928,4.4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","36 Don Rd, Healesville",,216
13347,Everard Park,ChIJ7YC6g33V12oR7gMuantld1U,-37.6782707,145.4910113,3.6,"['park', 'point_of_interest', 'establishment']","1A Maroondah Hwy, Healesville",,14
13348,Coronation park,ChIJpesT1zwqKGsRPq8RBcirzSI,-37.6522249,145.5166481,4.0,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Reserve 1 - Bbq and Shelter, 105A River St, Healesville",,43
13349,Enclave at Healesville Holiday Park,ChIJExFjxrMrKGsRl181DJ8EwjE,-37.675301,145.540269,4.5,"['campground', 'rv_park', 'lodging', 'park', 'point_of_interest', 'establishment']","322 Don Rd, Badger Creek",,65
13350,Don Road Recreation Reserve,ChIJW2hTaLUrKGsRqrdzkBJfgkg,-37.668732,145.5373495,4.3,"['park', 'point_of_interest', 'establishment']","251A Don Rd, Healesville",,4
13351,Healesville Community Labyrinth,ChIJpSzPaBQqKGsRHiJYAw3Mjfw,-37.6555481,145.5096283,4.7,"['park', 'point_of_interest', 'establishment']",Healesville,,9
13352,Coranderrk Creek,ChIJQ7QSyUArKGsRjplCLDUaQQY,-37.6848496,145.5719704,5.0,"['park', 'point_of_interest', 'establishment']",Healesville,,3
13353,BIG4 Yarra Valley Park Lane Holiday Park,ChIJRX5bWKUrKGsRm_dDYTLpXHQ,-37.6824506,145.5462172,4.2,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']","419 Don Rd, Healesville",,261
13354,Healesville Sporting Complex,ChIJoYjjd7UrKGsR4GUxBXZWBA8,-37.6694444,145.5408333,4.0,"['park', 'point_of_interest', 'establishment']",Healesville,,59
13355,Nandina Park PTY Ltd.,ChIJCaJ9zxfY12oRzMU6Za606vI,-37.5404413,145.4702128,0.0,"['park', 'point_of_interest', 'establishment']","129 Old Toolangi Rd, Toolangi",,0
13356,Toolangi State Forest,ChIJ1U5zjbzX12oR57By8eOi4I0,-37.5412225,145.476725,4.7,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']","Sylvia Creek Rd, Toolangi",,41
13357,Ron & Dolly’s Place,ChIJ08VrrDQnKGsRyKsEUoO5aVo,-37.5669098,145.525135,5.0,"['park', 'point_of_interest', 'establishment']","Rd 10, Toolangi",,10
13358,Healesville Sanctuary,ChIJs4tV8FUqKGsRAEIxBXZWBA8,-37.681616,145.5298812,4.6,"['zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']","Glen Eadie Ave, Healesville",,6419
13359,Hermitage Creek Habitat Hotspot,ChIJS9O1Y_kkKGsRD5vHnxtTJrs,-37.5606293,145.6299145,0.0,"['park', 'point_of_interest', 'establishment']",Narbethong,,0
13360,Watt River Cafe & Store,ChIJcSzxoj0qKGsRA8gAL-WBGyU,-37.6540369,145.5151465,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","197 Maroondah Hwy, Healesville",,170
13361,Mocha & Lime,ChIJvee1HT0qKGsRX2hb7jeNaQM,-37.6538005,145.5164594,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","11 Green St, Healesville",,474
13362,Cherry Tree Cafe,ChIJ1XJVuT0qKGsRtiZoukelzKo,-37.6543673,145.5154041,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","246 Maroondah Hwy, Healesville",,232
13363,Wombat's Chai Organic Cafe,ChIJJywjGxYqKGsRUGwbDI43TKA,-37.6546975,145.5132062,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","194 Maroondah Hwy, Healesville",,115
13364,Alba Paloma,ChIJv2i2tu8rKGsROyVqwwLJ1f8,-37.6541028,145.5146464,4.9,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","185 Maroondah Hwy, Healesville",,21
13365,My Little Kitchen cafe,ChIJWQuSE_orKGsRixDwLQlXl7E,-37.6540577,145.5174844,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","274 Maroondah Hwy, Healesville",,114
13366,The Mare Coffee Co.,ChIJfRMyaAkrKGsRa6EC6P4RnR0,-37.6542042,145.5167669,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']","268 Maroondah Hwy, Healesville",,25
13367,Dixons Creek Cafe Bar & Grill,ChIJceDZy87W12oRCHV-7ga3fOU,-37.5830574,145.4098936,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1925 Melba Hwy, Dixons Creek",,680
13368,Vantage Cafe,ChIJM-03hGoqKGsR13apWBvNYEY,-37.6619645,145.5131657,4.4,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","68 Maroondah Hwy, Healesville",,15
13369,Professor and the Pigeon,ChIJZ3bFgzgrKGsROgxhkLZWUaU,-37.6539983,145.5176398,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']","278 Maroondah Hwy, Healesville",,11
13370,The Bodhi Tree Restaurant,ChIJpVAZsCUqKGsRdWegMQCDhEs,-37.6507284,145.522672,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","317-319 Maroondah Hwy, Healesville",,156
13371,The Savoury Cafe & Catering,ChIJ3cazWDMrKGsRdq1c3ybHvHQ,-37.648906,145.5256071,5.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","349/351 Maroondah Hwy, Healesville",,7
13372,Pavillon Café,ChIJN9irnW0rKGsRu-wn08INxDc,-37.6851891,145.5335068,5.0,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","15 Badger Ave, Badger Creek",,3
13373,Candlebark Café,ChIJL4EA4dErKGsRM3OXn4VrxgU,-37.6822585,145.5316061,3.8,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","Healesville Sanctuary, Badger Creek",,5
13374,Herd Bar and Cafe,ChIJLxoVjj0qKGsR5E890DOK4UU,-37.6541709,145.5142974,4.4,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Basement/177/179 Maroondah Hwy, Healesville",,194
13375,Natures Cakes,ChIJ8Weiny0rKGsRzKOFzQYv-UI,-37.6545026,145.514796,4.9,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']","Shop 1/232 Maroondah Hwy, Healesville",,14
13376,Bowser Bean Cafe,ChIJGbTMhWoqKGsR-DFP5TYB4T8,-37.6619803,145.5131075,4.5,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","66 Maroondah Hwy, Healesville",,19
13377,Sanctuary Harvest Cafe,ChIJJ6uMEHorKGsRNV7uM7Lk_jY,-37.6821095,145.5331913,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Badger Creek Rd, Healesville",,76
13378,Red leaf,ChIJ77E0tlArKGsROkWVaqHVEbA,-37.6604265,145.5116995,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","83-93 Maroondah Hwy, Healesville",,1
13379,Singing Gardens of CJ Dennis and Tearooms,ChIJ9W6q10Iu1moRP_2M3kN7roI,-37.5389988,145.4757536,4.5,"['cafe', 'tourist_attraction', 'park', 'food', 'point_of_interest', 'establishment']","1694 Healesville-Kinglake Rd, Toolangi",,26
13380,Cark Park - Toolangi,ChIJrWB-S-bX12oRyhH9kykT9uI,-37.5719186,145.4821178,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","Weasel Creek Rd, Toolangi",,1
13381,Yarra Valley Harvest,ChIJiaiFdics1moRt3OGX6upQOk,-37.6543902,145.5160859,3.7,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","256 Maroondah Hwy, Healesville",,37
13382,This side coffee,ChIJ5SYKn-PX12oRzi-yto3zTPA,-37.59702,145.4870185,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","817 Healesville-Kinglake Rd, Chum Creek",,1
13383,Church & Main,ChIJT5oIkj0qKGsRrKGi-FckQt0,-37.6540806,145.514303,3.3,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","177 Maroondah Hwy, Healesville",,130
13384,Wild Grains Bakehouse,ChIJSb50oz0qKGsRT8pI_-SH5WA,-37.6540846,145.515401,4.5,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","201A Maroondah Hwy, Healesville",,92
13385,Plants Plus - Black Spur Nursery & Cafe,ChIJb7PQoigqKGsRddwe26KOetQ,-37.648857,145.525443,4.2,"['florist', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","349 Maroondah Hwy, Healesville",,18
13386,Beechworth Bakery Healesville,ChIJBYjR4yQqKGsR_Qo7f5vU7TQ,-37.652232,145.5217755,4.3,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","316 Maroondah Hwy, Healesville",,1608
13387,Innocent Bystander,ChIJV9WnqSUqKGsRgTyuJ4MlDVE,-37.6520886,145.5222602,4.0,"['tourist_attraction', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","316-334 Maroondah Hwy, Healesville",,312
13388,Fluid Lounge Bar,ChIJ96Aklz0qKGsRSqx5VhYFCXE,-37.6541269,145.5148475,4.1,"['bar', 'night_club', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","191a Basement/189 Maroondah Hwy, Healesville",,29
13389,East End Fish & Chippery,ChIJi8f5uyUqKGsRjHBbVs3LMiw,-37.6505527,145.5228488,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","329 Maroondah Hwy, Healesville",,98
13390,Tramonto Kitchen & Bar,ChIJY2pJZkDV12oRRfdWPl8QWaw,-37.6851869,145.4705775,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","874 Maroondah Hwy, Coldstream",,68
13391,Rice Kingdom Cafe~Restaurant,ChIJ-c7oTlYrKGsRbSpCSiRXOF0,-37.653985,145.515657,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","207 Maroondah Hwy, Healesville",,0
13392,Chachi Yarra Valley,ChIJo4r1ZXArKGsR3umiJJd8Rh4,-37.654142,145.5147361,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","191 B Maroondah Hwy, Healesville",,16
13393,Habituel Bakers and Coffee Roasters,ChIJQfJsWDsqKGsRaJyDivx7V_I,-37.6532486,145.5192322,4.4,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","314 Maroondah Hwy, Healesville",,296
13394,Healesville Thai Kitchen,ChIJ0d2icYApKGsRPVcTzRkgN0g,-37.6475914,145.5340261,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","434 Maroondah Hwy, Healesville",,134
13395,Warramunda Estate,ChIJ5S5Q9ibV12oRkbVrYk2hobI,-37.683761,145.45083,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']","860 Maroondah Hwy, Coldstream",,26
13396,"Helen & Joey Estate - Best Wineries Yarra Valley, Gruyere",ChIJE_x8bjwr1moRKuATBaHnEHI,-37.7056571,145.4350089,4.7,"['tourist_attraction', 'cafe', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","12-14 Spring Ln, Gruyere",,112
13397,Chachi Yarra Valley,ChIJo4r1ZXArKGsR3umiJJd8Rh4,-37.654142,145.5147361,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","191 B Maroondah Hwy, Healesville",,16
13398,The Bodhi Tree Restaurant,ChIJpVAZsCUqKGsRdWegMQCDhEs,-37.6507284,145.522672,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","317-319 Maroondah Hwy, Healesville",,156
13399,Healesville Thai Kitchen,ChIJ0d2icYApKGsRPVcTzRkgN0g,-37.6475914,145.5340261,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","434 Maroondah Hwy, Healesville",,134
13400,Dixons Creek Cafe Bar & Grill,ChIJceDZy87W12oRCHV-7ga3fOU,-37.5830574,145.4098936,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1925 Melba Hwy, Dixons Creek",,680
13401,Levantine Hill,ChIJX54qFWHV12oRTgCqHUCfg8Q,-37.685292,145.477438,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","882 Maroondah Hwy, Coldstream",,273
13402,Spinner's Souvlaki Bar And Grill,ChIJS52aVjwqKGsRvn7rQNC4CV8,-37.6544502,145.5168026,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1-2/5-7 Green St, Healesville",,233
13403,Healesviet Vietnamese Restaurant,ChIJjdOOuporKGsRS2fZ0eWbXu4,-37.6497933,145.5234944,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","335 Maroondah Hwy, Healesville",,34
13404,DiVino Ristorante at Mandala Wines,ChIJuWzbSgPU12oR8JCYrhKqj9o,-37.611999,145.414194,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","1568 Melba Hwy, Dixons Creek",,170
13405,No.7 Healesville,ChIJk40Kn0UrKGsROWFEX8FXuGY,-37.65710199999999,145.50902,4.4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","7 Lilydale Rd, Healesville",,34
13406,Herd Bar and Cafe,ChIJLxoVjj0qKGsR5E890DOK4UU,-37.6541709,145.5142974,4.4,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Basement/177/179 Maroondah Hwy, Healesville",,194
13407,Kang's Woks Asian Restaurant,ChIJfY2C9DwqKGsRvQ-1tVgytpc,-37.6540083,145.5175735,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","276 Maroondah Hwy, Healesville",,114
13408,RSL Healesville,ChIJcdLH5SQqKGsR1WhoX71MIbM,-37.6516667,145.5211111,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","275-279 Maroondah Hwy, Healesville",,205
