,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity
3508,The Courthouse Restaurant,ChIJ03rzR_yVKWsRfBwy54n8jRM,-38.1609569,145.9323554,4.2,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","72 Smith St, Warragul"
3509,The Darnum Hotel,ChIJ-fRbf_SXKWsRxQ6l90xSQL0,-38.187818,146.0056693,4.4,"['bar', 'point_of_interest', 'establishment']","LOT 1 Princes Hwy, Darnum"
3510,Yarragon Ale House,ChIJhxLgz32YKWsRYS2eeTCWojQ,-38.2042388,146.06781,4.5,"['bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","4 Rollo St, Yarragon"
3511,Bandolier Brewing,ChIJ5-DXS0-XKWsR3ec71El0ddU,-38.1663171,145.9484317,5.0,"['bar', 'food', 'point_of_interest', 'establishment']","1/132 North Rd, Warragul"
3512,Whitegrain,ChIJE3vWSmiVKWsRZWI9gqVdoC4,-38.1632438,145.9302803,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","59 Queen St, Warragul"
3513,Untitled Cafe & Bar,ChIJlyR9Hr2VKWsR3PXOPJWOBXQ,-38.1636956,145.9316868,4.6,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","85 Queen St, Warragul"
3514,Papa's Rich Noodles (Order Online/Delivery),ChIJgSoIZfuVKWsRZkjKcn3jP4M,-38.16185,145.929704,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","18 Napier St, Warragul"
3515,Skin and Beauty Bar Gippsland,ChIJM1TKlfyVKWsRBskzvX1fQn8,-38.162822,145.931411,4.7,"['beauty_salon', 'point_of_interest', 'establishment']","24 Smith St, Warragul"
3516,Autobarn,ChIJF4jYW_2VKWsRD1FCFTueg5k,-38.1646973,145.935507,4.6,"['electronics_store', 'car_repair', 'point_of_interest', 'store', 'establishment']","135 Queen St, Warragul"
3517,South Brew Cafe,ChIJm07_pvyVKWsRVvdbgATS2cE,-38.16319439999999,145.9307669,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","3 Smith St, Warragul"
3518,the colour bar,ChIJCy-MZfuVKWsRITfhBQ0Duhs,-38.161989,145.929624,5.0,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']","16A Napier St, Warragul"
3519,Supercheap Auto Warragul,ChIJV8BsefuVKWsRD0hItnlkrv0,-38.1690353,145.9310407,4.3,"['electronics_store', 'car_repair', 'point_of_interest', 'store', 'establishment']","1 Burke St, Warragul"
3520,NEWMASON EAT DRINK RELAX,ChIJuXyoOfWVKWsRmSreR2X5sqQ,-38.162912,145.933191,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","23 Mason St, Warragul"
3521,3 Brothers And An Oven,ChIJk5cC2vyVKWsRem-X9YiRz68,-38.1639564,145.9326789,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","111-113 Queen St, Warragul"
3522,Repco Warragul,ChIJrbckWP2VKWsRJ9r_nzesFKI,-38.1675802,145.952418,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']","Corner of Queen st and, Hazel Dr, Warragul"
3523,Fozigobble Café,ChIJ1cYpM3yYKWsRYkr7LtKoehA,-38.2042971,146.0668102,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","79 Princes Hwy, Yarragon"
3524,Gippsland Food & Wine,ChIJHadvpHuYKWsRCDtTCuFoo2w,-38.2038982,146.0625089,3.7,"['meal_takeaway', 'cafe', 'travel_agency', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","123 Princes Hwy, Yarragon"
3525,Sticcado Cafe,ChIJZZqnLWGiKWsR6GQMtQ-ltdY,-38.20415,146.063208,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","6 Village Walk, Yarragon"
3526,Ripper Rooster,ChIJ0ZCaIvyVKWsRzflQEcnOmdY,-38.1600523,145.9317391,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","57 Smith St, Warragul"
3527,Chilli Bites,ChIJcSJQ19CVKWsRDBJO44teZCU,-38.1601797,145.9319018,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","4/55 Smith St, Warragul"
3528,Yarragon Hotel,ChIJJzJaiXuYKWsRX-mKiWBCAkQ,-38.203978,146.063605,4.3,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","105 Princes Hwy, Yarragon"
3529,Our Cellar Door Wine Bar & Cafe,ChIJh7wfJ_SVKWsRl-Qy6ljrwb8,-38.1948165,145.9316253,5.0,"['bar', 'food', 'point_of_interest', 'establishment']","6 Farrington Cl, Warragul"
3530,Agora - The Gathering Place,ChIJ-cQF_n-ZKWsRoFqqCeLlD7c,-38.2042008,146.0680936,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","67/69 Princes Hwy, Yarragon"
3531,Railway Hotel,ChIJ4xWduPyVKWsRl38Uxrj5mJ8,-38.1635923,145.9315433,4.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","81 Queen St, Warragul"
3532,Portelli's Woodfired Tapas,ChIJG-rG3KmVKWsRKXccgdg8QYg,-38.163173,145.9307576,4.7,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","7 Smith St, Warragul"
3533,Yarragon Milk Bar,ChIJa85MbXyYKWsRnx4Dn76-xT4,-38.2041043,146.0647972,4.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","95A Princes Hwy, Yarragon"
3534,Logans Breakfast and Lunch Bar,ChIJ_znRx_yVKWsRBFNr9gnuelE,-38.1636601,145.9318273,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","89 Queen St, Warragul"
3535,Club Hotel,ChIJ-aX0WfuVKWsRQO798IgpYak,-38.1631604,145.9299113,4.2,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","51 Queen St, Warragul"
3536,The Darnum Hotel,ChIJ-fRbf_SXKWsRxQ6l90xSQL0,-38.187818,146.0056693,4.4,"['bar', 'point_of_interest', 'establishment']","LOT 1 Princes Hwy, Darnum"
3537,Yarragon Ale House,ChIJhxLgz32YKWsRYS2eeTCWojQ,-38.2042388,146.06781,4.5,"['bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","4 Rollo St, Yarragon"
3538,Bandolier Brewing,ChIJ5-DXS0-XKWsR3ec71El0ddU,-38.1663171,145.9484317,5.0,"['bar', 'food', 'point_of_interest', 'establishment']","1/132 North Rd, Warragul"
3539,Supercheap Auto Warragul,ChIJV8BsefuVKWsRD0hItnlkrv0,-38.1690353,145.9310407,4.3,"['electronics_store', 'car_repair', 'point_of_interest', 'store', 'establishment']","1 Burke St, Warragul"
3540,McCartin's Hotel,ChIJT58KGkgnKmsR-iwFPXzDsZA,-38.4767496,145.9461713,3.8,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2 Bair St, Leongatha"
3541,Bairs Otago Hotel,ChIJS0JhBEgnKmsRj-qrNA6He3g,-38.4771146,145.9463862,4.3,"['lodging', 'bar', 'point_of_interest', 'establishment']","18 Bair St, Leongatha"
3542,Autopro Leongatha,ChIJ3cNFaEgnKmsRYfNJvw235yM,-38.475447,145.946001,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']","3 Michael Pl, Leongatha"
3543,Repco Leongatha,ChIJl7j6hzcnKmsRBBjI7hYY7O8,-38.4792533,145.9471483,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']","64 Bair St, Leongatha"
3544,The Rusty Windmill,ChIJ7bKZSjYnKmsRqvXi6xVN0fM,-38.477991,145.9442409,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","45 McCartin St, Leongatha"
3545,Lucinda Estate Winery / Cellar Door / Vineyard,ChIJM7eLKhEnKmsRmsGt6SXU9uM,-38.4869328,145.9628196,4.6,"['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","108 Parr St, Leongatha"
3546,Subway,ChIJ13RibUgnKmsRjjTADsatYCg,-38.4728706,145.9442843,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","7B Anderson St, Leongatha"
3547,djinta djinta Winery,ChIJoSZu-mwgKmsRITqWh7EKOHM,-38.4464868,145.8701939,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","10 Stevens Rd, Kardella South"
3548,Meeniyan Hotel,ChIJGeNE9pElKmsRFPuekjNnC8M,-38.5787006,146.0129276,4.4,"['bar', 'point_of_interest', 'establishment']","117 Whitelaw St, Meeniyan"
3549,McCartin's Hotel,ChIJT58KGkgnKmsR-iwFPXzDsZA,-38.4767496,145.9461713,3.8,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2 Bair St, Leongatha"
3550,Bairs Otago Hotel,ChIJS0JhBEgnKmsRj-qrNA6He3g,-38.4771146,145.9463862,4.3,"['lodging', 'bar', 'point_of_interest', 'establishment']","18 Bair St, Leongatha"
